dx,dxname,dxshort,edcnnpa,edcnpa,epct,noner,alcohol,drug,injury,psych,unc
32729,ORGANIC SLEEP APNEA NEC,ORGANIC SLEEP APNEA NEC,0,0,0,0,0,0,0,0,1
32730,CIRCADIAN RHYM SLEEP NOS,CIRCADIAN RHYM SLEEP NOS,0,0,0,0,0,0,0,0,1
32731,CIRCADIAN RHY-DELAY SLP,CIRCADIAN RHY-DELAY SLP,0,0,0,0,0,0,0,0,1
32732,CIRCADIAN RHY-ADVC SLEEP,CIRCADIAN RHY-ADVC SLEEP,0,0,0,0,0,0,0,0,1
32733,CIRCADIAN RHYM-IRREG SLP,CIRCADIAN RHYM-IRREG SLP,0,0,0,0,0,0,0,0,1
32734,CIRCADIAN RHYM-FREE RUN,CIRCADIAN RHYM-FREE RUN,0,0,0,0,0,0,0,0,1
32735,CIRCADIAN RHYTHM-JETLAG,CIRCADIAN RHYTHM-JETLAG,0,0,0,0,0,0,0,0,1
32736,CIRCADIAN RHY-SHIFT WORK,CIRCADIAN RHY-SHIFT WORK,0,0,0,0,0,0,0,0,1
32737,CIRCADIAN RHYM OTH DIS,CIRCADIAN RHYM OTH DIS,0,0,0,0,0,0,0,0,1
32739,CIRCADIAN RHYM SLEEP NEC,CIRCADIAN RHYM SLEEP NEC,0,0,0,0,0,0,0,0,1
32740,ORGANIC PARASOMNIA NOS,ORGANIC PARASOMNIA NOS,0,0,0,0,0,0,0,0,1
32741,CONFUSIONAL AROUSALS,CONFUSIONAL AROUSALS,0,0,0,0,0,0,0,0,1
32742,REM SLEEP BEHAVIOR DIS,REM SLEEP BEHAVIOR DIS,0,0,0,0,0,0,0,0,1
32743,RECURRNT SLEEP PARALYSIS,RECURRNT SLEEP PARALYSIS,0,0,0,0,0,0,0,0,1
32744,PARASOMNIA OTH DISEASES,PARASOMNIA OTH DISEASES,0,0,0,0,0,0,0,0,1
32749,ORGANIC PARASOMNIA NEC,ORGANIC PARASOMNIA NEC,0,0,0,0,0,0,0,0,1
32751,PERIODIC LIMB MOVEMENT,PERIODIC LIMB MOVEMENT,0,0,0,0,0,0,0,0,1
32752,SLEEP RELATED LEG CRAMPS,SLEEP RELATED LEG CRAMPS,0,0,0,0,0,0,0,0,1
32753,SLEEP RELATED BRUXISM,SLEEP RELATED BRUXISM,0,0,0,0,0,0,0,0,1
32759,ORGANIC SLEEP MOVEMT NEC,ORGANIC SLEEP MOVEMT NEC,0,0,0,0,0,0,0,0,1
3278,SLEEP ORGANIC DISORD NEC,SLEEP ORGANIC DISORD NEC,0,0,0,0,0,0,0,0,1
3300,LEUKODYSTROPHY,LEUKODYSTROPHY,0,0,0,0,0,0,0,0,1
3301,CEREBRAL LIPIDOSES,CEREBRAL LIPIDOSES,0,0,0,0,0,0,0,0,1
3302,CEREB DEGEN IN LIPIDOSIS,CEREB DEGEN IN LIPIDOSIS,0,0,0,0,0,0,0,0,1
3303,CERB DEG CHLD IN OTH DIS,CERB DEG CHLD IN OTH DIS,0,0,0,0,0,0,0,0,1
3308,CEREB DEGEN IN CHILD NEC,CEREB DEGEN IN CHILD NEC,0,0,0,0,0,0,0,0,1
3309,CEREB DEGEN IN CHILD NOS,CEREB DEGEN IN CHILD NOS,0,0,0,0,0,0,0,0,1
3310,ALZHEIMER'S DISEASE,ALZHEIMER'S DISEASE,0,0,0,0,0,0,0,0,1
33111,PICK'S DISEASE,PICK'S DISEASE,0,0,0,0,0,0,0,0,1
33119,FRONTOTEMP DEMENTIA NEC,FRONTOTEMP DEMENTIA NEC,0,0,0,0,0,0,0,0,1
3312,SENILE DEGENERAT BRAIN,SENILE DEGENERAT BRAIN,0,0,0,0,0,0,0,0,1
3313,COMMUNICAT HYDROCEPHALUS,COMMUNICAT HYDROCEPHALUS,0,0,0,0,0,0,0,0,1
3314,OBSTRUCTIV HYDROCEPHALUS,OBSTRUCTIV HYDROCEPHALUS,0,0,0,0,0,0,0,0,1
3317,CEREB DEGEN IN OTH DIS,CEREB DEGEN IN OTH DIS,0,0,0,0,0,0,0,0,1
33181,REYE'S SYNDROME,REYE'S SYNDROME,0,0,0,0,0,0,0,0,1
33182,DEMENTIA W LEWY BODIES,DEMENTIA W LEWY BODIES,0,0,0,0,0,0,0,0,1
33189,CEREB DEGENERATION NEC,CEREB DEGENERATION NEC,0,0,0,0,0,0,0,0,1
3319,CEREB DEGENERATION NOS,CEREB DEGENERATION NOS,0,0,0,0,0,0,0,0,1
3320,PARALYSIS AGITANS,PARALYSIS AGITANS,0,0,0,0,0,0,0,0,1
3321,SECONDARY PARKINSONISM,SECONDARY PARKINSONISM,0,0,0,0,0,0,0,0,1
3330,DEGEN BASAL GANGLIA NEC,DEGEN BASAL GANGLIA NEC,0,0,0,0,0,0,0,0,1
3331,TREMOR NEC,TREMOR NEC,0,0,0,0,0,0,0,0,1
3332,MYOCLONUS,MYOCLONUS,0,0,0,0,0,0,0,0,1
3333,TICS OF ORGANIC ORIGIN,TICS OF ORGANIC ORIGIN,0,0,0,0,0,0,0,0,1
3334,HUNTINGTON'S CHOREA,HUNTINGTON'S CHOREA,0,0,0,0,0,0,0,0,1
3335,CHOREA NEC,CHOREA NEC,0,0,0,0,0,0,0,0,1
3336,IDIOPAT TORSION DYSTONIA,IDIOPAT TORSION DYSTONIA,0,0,0,0,0,0,0,0,1
3337,SYMPTOM TORSION DYSTONIA,SYMPTOM TORSION DYSTONIA,0,0,0,0,0,0,0,0,1
33381,BLEPHAROSPASM,BLEPHAROSPASM,0,0,0,0,0,0,0,0,1
33382,OROFACIAL DYSKINESIA,OROFACIAL DYSKINESIA,0,0,0,0,0,0,0,0,1
33383,SPASMODIC TORTICOLLIS,SPASMODIC TORTICOLLIS,0,0,0,0,0,0,0,0,1
33384,ORGANIC WRITERS' CRAMP,ORGANIC WRITERS' CRAMP,0,0,0,0,0,0,0,0,1
33389,FRAGM TORSION DYSTON NEC,FRAGM TORSION DYSTON NEC,0,0,0,0,0,0,0,0,1
33390,EXTRAPYRAMIDAL DIS NOS,EXTRAPYRAMIDAL DIS NOS,0,0,0,0,0,0,0,0,1
33391,STIFF-MAN SYNDROME,STIFF-MAN SYNDROME,0,0,0,0,0,0,0,0,1
33392,NEUROLEPTIC MALGNT SYND,NEUROLEPTIC MALGNT SYND,0,0,0,0,0,0,0,0,1
33393,BNIGN SHUDDERING ATTACKS,BNIGN SHUDDERING ATTACKS,0,0,0,0,0,0,0,0,1
33399,EXTRAPYRAMIDAL DIS NEC,EXTRAPYRAMIDAL DIS NEC,0,0,0,0,0,0,0,0,1
3340,FRIEDREICH'S ATAXIA,FRIEDREICH'S ATAXIA,0,0,0,0,0,0,0,0,1
3341,HERED SPASTIC PARAPLEGIA,HERED SPASTIC PARAPLEGIA,0,0,0,0,0,0,0,0,1
3342,PRIMARY CEREBELLAR DEGEN,PRIMARY CEREBELLAR DEGEN,0,0,0,0,0,0,0,0,1
3343,CEREBELLAR ATAXIA NEC,CEREBELLAR ATAXIA NEC,0,0,0,0,0,0,0,0,1
3344,CEREBEL ATAX IN OTH DIS,CEREBEL ATAX IN OTH DIS,0,0,0,0,0,0,0,0,1
3348,SPINOCEREBELLAR DIS NEC,SPINOCEREBELLAR DIS NEC,0,0,0,0,0,0,0,0,1
3349,SPINOCEREBELLAR DIS NOS,SPINOCEREBELLAR DIS NOS,0,0,0,0,0,0,0,0,1
3350,WERDNIG-HOFFMANN DISEASE,WERDNIG-HOFFMANN DISEASE,0,0,0,0,0,0,0,0,1
33510,SPINAL MUSCL ATROPHY NOS,SPINAL MUSCL ATROPHY NOS,0,0,0,0,0,0,0,0,1
33511,KUGELBERG-WELANDER DIS,KUGELBERG-WELANDER DIS,0,0,0,0,0,0,0,0,1
33519,SPINAL MUSCL ATROPHY NEC,SPINAL MUSCL ATROPHY NEC,0,0,0,0,0,0,0,0,1
33520,AMYOTROPHIC SCLEROSIS,AMYOTROPHIC SCLEROSIS,0,0,0,0,0,0,0,0,1
33521,PROG MUSCULAR ATROPHY,PROG MUSCULAR ATROPHY,0,0,0,0,0,0,0,0,1
33522,PROGRESSIVE BULBAR PALSY,PROGRESSIVE BULBAR PALSY,0,0,0,0,0,0,0,0,1
33523,PSEUDOBULBAR PALSY,PSEUDOBULBAR PALSY,0,0,0,0,0,0,0,0,1
33524,PRIM LATERAL SCLEROSIS,PRIM LATERAL SCLEROSIS,0,0,0,0,0,0,0,0,1
33529,MOTOR NEURON DISEASE NEC,MOTOR NEURON DISEASE NEC,0,0,0,0,0,0,0,0,1
3358,ANT HORN CELL DIS NEC,ANT HORN CELL DIS NEC,0,0,0,0,0,0,0,0,1
3359,ANT HORN CELL DIS NOS,ANT HORN CELL DIS NOS,0,0,0,0,0,0,0,0,1
3360,SYRINGOMYELIA,SYRINGOMYELIA,0,0,0,0,0,0,0,0,1
3361,VASCULAR MYELOPATHIES,VASCULAR MYELOPATHIES,0,0,0,0,0,0,0,0,1
3362,COMB DEG CORD IN OTH DIS,COMB DEG CORD IN OTH DIS,0,0,0,0,0,0,0,0,1
3363,MYELOPATHY IN OTH DIS,MYELOPATHY IN OTH DIS,0,0,0,0,0,0,0,0,1
3368,MYELOPATHY NEC,MYELOPATHY NEC,0,0,0,0,0,0,0,0,1
3369,SPINAL CORD DISEASE NOS,SPINAL CORD DISEASE NOS,0,0,0,0,0,0,0,0,1
3370,IDIOPATH AUTO NEUROPATHY,IDIOPATH AUTO NEUROPATHY,0,0,0,0,0,0,0,0,1
3371,AUT NEUROPTHY IN OTH DIS,AUT NEUROPTHY IN OTH DIS,0,0,0,0,0,0,0,0,1
33720,UNSP RFLX SYMPTH DYSTRPH,UNSP RFLX SYMPTH DYSTRPH,0,0,0,0,0,0,0,0,1
33721,RFLX SYM DYSTRPH UP LIMB,RFLX SYM DYSTRPH UP LIMB,0,0,0,0,0,0,0,0,1
33722,RFLX SYM DYSTRPH LWR LMB,RFLX SYM DYSTRPH LWR LMB,0,0,0,0,0,0,0,0,1
33729,RFLX SYM DYSTRPH OTH ST,RFLX SYM DYSTRPH OTH ST,0,0,0,0,0,0,0,0,1
3373,AUTONOMIC DYSREFLEXIA,AUTONOMIC DYSREFLEXIA,0,0,0,0,0,0,0,0,1
3379,AUTONOMIC NERVE DIS NEC,AUTONOMIC NERVE DIS NEC,0,0,0,0,0,0,0,0,1
340,MULTIPLE SCLEROSIS,MULTIPLE SCLEROSIS,0,0,0,0,0,0,0,0,1
3410,NEUROMYELITIS OPTICA,NEUROMYELITIS OPTICA,0,0,0,0,0,0,0,0,1
3411,SCHILDER'S DISEASE,SCHILDER'S DISEASE,0,0,0,0,0,0,0,0,1
3418,CNS DEMYELINATION NEC,CNS DEMYELINATION NEC,0,0,0,0,0,0,0,0,1
3419,CNS DEMYELINATION NOS,CNS DEMYELINATION NOS,0,0,0,0,0,0,0,0,1
34200,FLCCD HMIPLGA UNSPF SIDE,FLCCD HMIPLGA UNSPF SIDE,0,0,0,0,0,0,0,0,1
34201,FLCCD HMIPLGA DOMNT SIDE,FLCCD HMIPLGA DOMNT SIDE,0,0,0,0,0,0,0,0,1
34202,FLCCD HMIPLG NONDMNT SDE,FLCCD HMIPLG NONDMNT SDE,0,0,0,0,0,0,0,0,1
34210,SPSTC HMIPLGA UNSPF SIDE,SPSTC HMIPLGA UNSPF SIDE,0,0,0,0,0,0,0,0,1
34211,SPSTC HMIPLGA DOMNT SIDE,SPSTC HMIPLGA DOMNT SIDE,0,0,0,0,0,0,0,0,1
34212,SPSTC HMIPLG NONDMNT SDE,SPSTC HMIPLG NONDMNT SDE,0,0,0,0,0,0,0,0,1
34280,OT SP HMIPLGA UNSPF SIDE,OT SP HMIPLGA UNSPF SIDE,0,0,0,0,0,0,0,0,1
34281,OT SP HMIPLGA DOMNT SIDE,OT SP HMIPLGA DOMNT SIDE,0,0,0,0,0,0,0,0,1
34282,OT SP HMIPLG NONDMNT SDE,OT SP HMIPLG NONDMNT SDE,0,0,0,0,0,0,0,0,1
34290,UNSP HEMIPLGA UNSPF SIDE,UNSP HEMIPLGA UNSPF SIDE,0,0,0,0,0,0,0,0,1
34291,UNSP HEMIPLGA DOMNT SIDE,UNSP HEMIPLGA DOMNT SIDE,0,0,0,0,0,0,0,0,1
34292,UNSP HMIPLGA NONDMNT SDE,UNSP HMIPLGA NONDMNT SDE,0,0,0,0,0,0,0,0,1
3430,CONGENITAL DIPLEGIA,CONGENITAL DIPLEGIA,0,0,0,0,0,0,0,0,1
3431,CONGENITAL HEMIPLEGIA,CONGENITAL HEMIPLEGIA,0,0,0,0,0,0,0,0,1
3432,CONGENITAL QUADRIPLEGIA,CONGENITAL QUADRIPLEGIA,0,0,0,0,0,0,0,0,1
3433,CONGENITAL MONOPLEGIA,CONGENITAL MONOPLEGIA,0,0,0,0,0,0,0,0,1
3434,INFANTILE HEMIPLEGIA,INFANTILE HEMIPLEGIA,0,0,0,0,0,0,0,0,1
3438,CEREBRAL PALSY NEC,CEREBRAL PALSY NEC,0,0,0,0,0,0,0,0,1
3439,CEREBRAL PALSY NOS,CEREBRAL PALSY NOS,0,0,0,0,0,0,0,0,1
34400,"QUADRIPLEGIA, UNSPECIFD","QUADRIPLEGIA, UNSPECIFD",0,0,0,0,0,0,0,0,1
34401,"QUADRPLG C1-C4, COMPLETE","QUADRPLG C1-C4, COMPLETE",0,0,0,0,0,0,0,0,1
34402,"QUADRPLG C1-C4, INCOMPLT","QUADRPLG C1-C4, INCOMPLT",0,0,0,0,0,0,0,0,1
34403,"QUADRPLG C5-C7, COMPLETE","QUADRPLG C5-C7, COMPLETE",0,0,0,0,0,0,0,0,1
34404,"QUADRPLG C5-C7, INCOMPLT","QUADRPLG C5-C7, INCOMPLT",0,0,0,0,0,0,0,0,1
34409,OTHER QUADRIPLEGIA,OTHER QUADRIPLEGIA,0,0,0,0,0,0,0,0,1
3441,PARAPLEGIA NOS,PARAPLEGIA NOS,0,0,0,0,0,0,0,0,1
3442,DIPLEGIA OF UPPER LIMBS,DIPLEGIA OF UPPER LIMBS,0,0,0,0,0,0,0,0,1
34430,MONPLGA LWR LMB UNSP SDE,MONPLGA LWR LMB UNSP SDE,0,0,0,0,0,0,0,0,1
34431,MONPLGA LWR LMB DMNT SDE,MONPLGA LWR LMB DMNT SDE,0,0,0,0,0,0,0,0,1
34432,MNPLG LWR LMB NONDMNT SD,MNPLG LWR LMB NONDMNT SD,0,0,0,0,0,0,0,0,1
34440,MONPLGA UPR LMB UNSP SDE,MONPLGA UPR LMB UNSP SDE,0,0,0,0,0,0,0,0,1
34441,MONPLGA UPR LMB DMNT SDE,MONPLGA UPR LMB DMNT SDE,0,0,0,0,0,0,0,0,1
34442,MNPLG UPR LMB NONDMNT SD,MNPLG UPR LMB NONDMNT SD,0,0,0,0,0,0,0,0,1
3445,MONOPLEGIA NOS,MONOPLEGIA NOS,0,0,0,0,0,0,0,0,1
34460,CAUDA EQUINA SYND NOS,CAUDA EQUINA SYND NOS,0,0,0,0,0,0,0,0,1
34461,NEUROGENIC BLADDER,NEUROGENIC BLADDER,0,0,0,0,0,0,0,0,1
34481,LOCKED-IN STATE,LOCKED-IN STATE,0,0,0,0,0,0,0,0,1
34489,OTH SPCF PARALYTIC SYND,OTH SPCF PARALYTIC SYND,0,0,0,0,0,0,0,0,1
3449,PARALYSIS NOS,PARALYSIS NOS,0,0,0,0,0,0,0,0,1
34500,GEN NONCV EP W/O INTR EP,GEN NONCV EP W/O INTR EP,0,0,0,0,0,0,0,0,1
34501,GEN NONCONV EP W INTR EP,GEN NONCONV EP W INTR EP,0,0,0,0,0,0,0,0,1
34510,GEN CNV EPIL W/O INTR EP,GEN CNV EPIL W/O INTR EP,0,0,0,0,0,0,0,0,1
34511,GEN CNV EPIL W INTR EPIL,GEN CNV EPIL W INTR EPIL,0,0,0,0,0,0,0,0,1
3452,PETIT MAL STATUS,PETIT MAL STATUS,0,0,0,0,0,0,0,0,1
3453,GRAND MAL STATUS,GRAND MAL STATUS,0,0,0,0,0,0,0,0,1
34540,PSYMOTR EPIL W/O INT EPI,PSYMOTR EPIL W/O INT EPI,0,0,0,0,0,0,0,0,1
34541,PSYMOTR EPIL W INTR EPIL,PSYMOTR EPIL W INTR EPIL,0,0,0,0,0,0,0,0,1
34550,PART EPIL W/O INTR EPIL,PART EPIL W/O INTR EPIL,0,0,0,0,0,0,0,0,1
34551,PART EPIL W INTR EPIL,PART EPIL W INTR EPIL,0,0,0,0,0,0,0,0,1
34560,INF SPASM W/O INTR EPIL,INF SPASM W/O INTR EPIL,0,0,0,0,0,0,0,0,1
34561,INF SPASM W INTRACT EPIL,INF SPASM W INTRACT EPIL,0,0,0,0,0,0,0,0,1
34570,EPIL PAR CONT W/O INT EP,EPIL PAR CONT W/O INT EP,0,0,0,0,0,0,0,0,1
34571,EPIL PAR CONT W INTR EPI,EPIL PAR CONT W INTR EPI,0,0,0,0,0,0,0,0,1
34580,EPILEP NEC W/O INTR EPIL,EPILEP NEC W/O INTR EPIL,0,0,0,0,0,0,0,0,1
34581,EPILEPSY NEC W INTR EPIL,EPILEPSY NEC W INTR EPIL,0,0,0,0,0,0,0,0,1
34590,EPILEP NOS W/O INTR EPIL,EPILEP NOS W/O INTR EPIL,0,0,0,0,0,0,0,0,1
34591,EPILEPSY NOS W INTR EPIL,EPILEPSY NOS W INTR EPIL,0,0,0,0,0,0,0,0,1
34600,CLSC MIGRNE WO NTRC MGRN,CLSC MIGRNE WO NTRC MGRN,0,0,0,0,0,0,0,0,1
34601,CLSC MGRN W NTRC MGR STD,CLSC MGRN W NTRC MGR STD,0,0,0,0,0,0,0,0,1
34610,COMN MIGRNE WO NTRC MGRN,COMN MIGRNE WO NTRC MGRN,0,0,0,0,0,0,0,0,1
34611,COMN MGRN W NTRC MGR STD,COMN MGRN W NTRC MGR STD,0,0,0,0,0,0,0,0,1
34620,VRNT MIGRNE WO NTRC MGRN,VRNT MIGRNE WO NTRC MGRN,0,0,0,0,0,0,0,0,1
34621,VRNT MGRN W NTRC MGR STD,VRNT MGRN W NTRC MGR STD,0,0,0,0,0,0,0,0,1
34680,OTHR MIGRNE WO NTRC MGRN,OTHR MIGRNE WO NTRC MGRN,0,0,0,0,0,0,0,0,1
34681,OTHR MGRN W NTRC MGR STD,OTHR MGRN W NTRC MGR STD,0,0,0,0,0,0,0,0,1
34690,MIGRNE UNSP WO NTRC MGRN,MIGRNE UNSP WO NTRC MGRN,0.1298701299,0,0.0909090909,0.7792207792,0,0,0,0,0
34691,MGRN UNSP W NTRC MGR STD,MGRN UNSP W NTRC MGR STD,0,0,0,0,0,0,0,0,1
34700,NARCOLEPSY W/O CATAPLEXY,NARCOLEPSY W/O CATAPLEXY,0,0,0,0,0,0,0,0,1
34701,NARCOLEPSY W CATAPLEXY,NARCOLEPSY W CATAPLEXY,0,0,0,0,0,0,0,0,1
34710,NARCLPSY W/O CAT OTH DIS,NARCLPSY W/O CAT OTH DIS,0,0,0,0,0,0,0,0,1
34711,NARCOLEPSY W CAT OTH DIS,NARCOLEPSY W CAT OTH DIS,0,0,0,0,0,0,0,0,1
3480,CEREBRAL CYSTS,CEREBRAL CYSTS,0,0,0,0,0,0,0,0,1
3481,ANOXIC BRAIN DAMAGE,ANOXIC BRAIN DAMAGE,0,0,0,0,0,0,0,0,1
3482,PSEUDOTUMOR CEREBRI,PSEUDOTUMOR CEREBRI,0,0,0,0,0,0,0,0,1
34830,ENCEPHALOPATHY NOS,ENCEPHALOPATHY NOS,0,0,0,0,0,0,0,0,1
34831,METABOLIC ENCEPHALOPATHY,METABOLIC ENCEPHALOPATHY,0,0,0,0,0,0,0,0,1
34839,ENCEPHALOPATHY NEC,ENCEPHALOPATHY NEC,0,0,0,0,0,0,0,0,1
3484,COMPRESSION OF BRAIN,COMPRESSION OF BRAIN,0,0,0,0,0,0,0,0,1
3485,CEREBRAL EDEMA,CEREBRAL EDEMA,0,0,0,0,0,0,0,0,1
3488,BRAIN CONDITIONS NEC,BRAIN CONDITIONS NEC,0,0,0,0,0,0,0,0,1
3489,BRAIN CONDITION NOS,BRAIN CONDITION NOS,0,0,0,0,0,0,0,0,1
3490,LUMBAR PUNCTURE REACTION,LUMBAR PUNCTURE REACTION,0,0,0,0,0,0,0,0,1
3491,COMPLICATION CNS DEVICE,COMPLICATION CNS DEVICE,0,0,0,0,0,0,0,0,1
3492,DISORDER OF MENINGES NEC,DISORDER OF MENINGES NEC,0,0,0,0,0,0,0,0,1
34981,CEREBROSPINAL RHINORRHEA,CEREBROSPINAL RHINORRHEA,0,0,0,0,0,0,0,0,1
34982,TOXIC ENCEPHALOPATHY,TOXIC ENCEPHALOPATHY,0,0,0,0,0,0,0,0,1
34989,CNS DISORDER NEC,CNS DISORDER NEC,0,0,0,0,0,0,0,0,1
3499,CNS DISORDER NOS,CNS DISORDER NOS,0,0,0,0,0,0,0,0,1
3501,TRIGEMINAL NEURALGIA,TRIGEMINAL NEURALGIA,0,0,0,0,0,0,0,0,1
3502,ATYPICAL FACE PAIN,ATYPICAL FACE PAIN,0,0,0,0,0,0,0,0,1
3508,TRIGEMINAL NERVE DIS NEC,TRIGEMINAL NERVE DIS NEC,0,0,0,0,0,0,0,0,1
3509,TRIGEMINAL NERVE DIS NOS,TRIGEMINAL NERVE DIS NOS,0,0,0,0,0,0,0,0,1
3510,BELL'S PALSY,BELL'S PALSY,0,0,0,0,0,0,0,0,1
3511,GENICULATE GANGLIONITIS,GENICULATE GANGLIONITIS,0,0,0,0,0,0,0,0,1
3518,FACIAL NERVE DIS NEC,FACIAL NERVE DIS NEC,0,0,0,0,0,0,0,0,1
3519,FACIAL NERVE DIS NOS,FACIAL NERVE DIS NOS,0,0,0,0,0,0,0,0,1
3520,OLFACTORY NERVE DISORDER,OLFACTORY NERVE DISORDER,0,0,0,0,0,0,0,0,1
3521,GLOSSOPHARYNG NEURALGIA,GLOSSOPHARYNG NEURALGIA,0,0,0,0,0,0,0,0,1
3522,GLOSSOPHAR NERVE DIS NEC,GLOSSOPHAR NERVE DIS NEC,0,0,0,0,0,0,0,0,1
3523,PNEUMOGASTRIC NERVE DIS,PNEUMOGASTRIC NERVE DIS,0,0,0,0,0,0,0,0,1
3524,ACCESSORY NERVE DISORDER,ACCESSORY NERVE DISORDER,0,0,0,0,0,0,0,0,1
3525,HYPOGLOSSAL NERVE DIS,HYPOGLOSSAL NERVE DIS,0,0,0,0,0,0,0,0,1
3526,MULT CRANIAL NERVE PALSY,MULT CRANIAL NERVE PALSY,0,0,0,0,0,0,0,0,1
3529,CRANIAL NERVE DIS NOS,CRANIAL NERVE DIS NOS,0,0,0,0,0,0,0,0,1
3530,BRACHIAL PLEXUS LESIONS,BRACHIAL PLEXUS LESIONS,0,0,0,0,0,0,0,0,1
3531,LUMBOSACRAL PLEX LESION,LUMBOSACRAL PLEX LESION,0,0,0,0,0,0,0,0,1
3532,CERVICAL ROOT LESION NEC,CERVICAL ROOT LESION NEC,0,0,0,0,0,0,0,0,1
3533,THORACIC ROOT LESION NEC,THORACIC ROOT LESION NEC,0,0,0,0,0,0,0,0,1
3534,LUMBSACRAL ROOT LES NEC,LUMBSACRAL ROOT LES NEC,0,0,0,0,0,0,0,0,1
3535,NEURALGIC AMYOTROPHY,NEURALGIC AMYOTROPHY,0,0,0,0,0,0,0,0,1
3536,PHANTOM LIMB (SYNDROME),PHANTOM LIMB (SYNDROME),0,0,0,0,0,0,0,0,1
3538,NERV ROOT/PLEXUS DIS NEC,NERV ROOT/PLEXUS DIS NEC,0,0,0,0,0,0,0,0,1
3539,NERV ROOT/PLEXUS DIS NOS,NERV ROOT/PLEXUS DIS NOS,0,0,0,0,0,0,0,0,1
3540,CARPAL TUNNEL SYNDROME,CARPAL TUNNEL SYNDROME,0,0,0,0,0,0,0,0,1
3541,MEDIAN NERVE LESION NEC,MEDIAN NERVE LESION NEC,0,0,0,0,0,0,0,0,1
3542,ULNAR NERVE LESION,ULNAR NERVE LESION,0,0,0,0,0,0,0,0,1
3543,RADIAL NERVE LESION,RADIAL NERVE LESION,0,0,0,0,0,0,0,0,1
3544,CAUSALGIA UPPER LIMB,CAUSALGIA UPPER LIMB,0,0,0,0,0,0,0,0,1
3545,MONONEURITIS MULTIPLEX,MONONEURITIS MULTIPLEX,0,0,0,0,0,0,0,0,1
3548,MONONEURITIS ARM NEC,MONONEURITIS ARM NEC,0,0,0,0,0,0,0,0,1
3549,MONONEURITIS ARM NOS,MONONEURITIS ARM NOS,0,0,0,0,0,0,0,0,1
3550,SCIATIC NERVE LESION,SCIATIC NERVE LESION,0,0,0,0,0,0,0,0,1
3551,MERALGIA PARESTHETICA,MERALGIA PARESTHETICA,0,0,0,0,0,0,0,0,1
3552,FEMORAL NERVE LESION NEC,FEMORAL NERVE LESION NEC,0,0,0,0,0,0,0,0,1
3553,LAT POPLITEAL NERVE LES,LAT POPLITEAL NERVE LES,0,0,0,0,0,0,0,0,1
3554,MED POPLITEAL NERVE LES,MED POPLITEAL NERVE LES,0,0,0,0,0,0,0,0,1
3555,TARSAL TUNNEL SYNDROME,TARSAL TUNNEL SYNDROME,0,0,0,0,0,0,0,0,1
3556,PLANTAR NERVE LESION,PLANTAR NERVE LESION,0,0,0,0,0,0,0,0,1
35571,CAUSALGIA LOWER LIMB,CAUSALGIA LOWER LIMB,0,0,0,0,0,0,0,0,1
35579,OTH MONONEUR LOWER LIMB,OTH MONONEUR LOWER LIMB,0,0,0,0,0,0,0,0,1
3558,MONONEURITIS LEG NOS,MONONEURITIS LEG NOS,0,0,0,0,0,0,0,0,1
3559,MONONEURITIS NOS,MONONEURITIS NOS,0.3333333333,0,0.3333333333,0.3333333333,0,0,0,0,0
3560,HERED PERIPH NEUROPATHY,HERED PERIPH NEUROPATHY,0,0,0,0,0,0,0,0,1
3561,PERONEAL MUSCLE ATROPHY,PERONEAL MUSCLE ATROPHY,0,0,0,0,0,0,0,0,1
3562,HERED SENSORY NEUROPATHY,HERED SENSORY NEUROPATHY,0,0,0,0,0,0,0,0,1
3563,REFSUM'S DISEASE,REFSUM'S DISEASE,0,0,0,0,0,0,0,0,1
3564,IDIO PROG POLYNEUROPATHY,IDIO PROG POLYNEUROPATHY,0,0,0,0,0,0,0,0,1
3568,IDIO PERIPH NEURPTHY NEC,IDIO PERIPH NEURPTHY NEC,0,0,0,0,0,0,0,0,1
3569,IDIO PERIPH NEURPTHY NOS,IDIO PERIPH NEURPTHY NOS,0,0,0,0,0,0,0,0,1
3570,AC INFECT POLYNEURITIS,AC INFECT POLYNEURITIS,0,0,0,0,0,0,0,0,1
3571,NEURPTHY IN COL VASC DIS,NEURPTHY IN COL VASC DIS,0,0,0,0,0,0,0,0,1
3572,NEUROPATHY IN DIABETES,NEUROPATHY IN DIABETES,0,0,0,0,0,0,0,0,1
3573,NEUROPATHY IN MALIG DIS,NEUROPATHY IN MALIG DIS,0,0,0,0,0,0,0,0,1
3574,NEUROPATHY IN OTHER DIS,NEUROPATHY IN OTHER DIS,0,0,0,0,0,0,0,0,1
3575,ALCOHOLIC POLYNEUROPATHY,ALCOHOLIC POLYNEUROPATHY,0,0,0,0,0,0,0,0,1
3576,NEUROPATHY DUE TO DRUGS,NEUROPATHY DUE TO DRUGS,0,0,0,0,0,0,0,0,1
3577,NEURPTHY TOXIC AGENT NEC,NEURPTHY TOXIC AGENT NEC,0,0,0,0,0,0,0,0,1
35781,CHR INFLAM POLYNEURITIS,CHR INFLAM POLYNEURITIS,0,0,0,0,0,0,0,0,1
35782,CRIT ILLNESS NEUROPATHY,CRIT ILLNESS NEUROPATHY,0,0,0,0,0,0,0,0,1
35789,INFLAM/TOX NEUROPTHY NEC,INFLAM/TOX NEUROPTHY NEC,0,0,0,0,0,0,0,0,1
