dx,dxname,dxshort,edcnnpa,edcnpa,epct,noner,alcohol,drug,injury,psych,unc
37800,"Esotropia, unspecified",Esotropia NOS,0,0,0,1,0,0,0,0,0
37801,Monocular esotropia,Monocular esotropia,0,0,0,0,0,0,0,0,1
37802,Monocular esotropia with A pattern,Monoc esotrop w a pattrn,0,0,0,0,0,0,0,0,1
37803,Monocular esotropia with V pattern,Monoc esotrop w v pattrn,0,0,0,0,0,0,0,0,1
37804,Monocular esotropia with other noncomitancies,Monoc esotrop w x/y pat,0,0,0,0,0,0,0,0,1
37805,Alternating esotropia,Alternating esotropia,0,0,0,0,0,0,0,0,1
37806,Alternating esotropia with A pattern,Alt esotropia w a pattrn,0,0,0,0,0,0,0,0,1
37807,Alternating esotropia with V pattern,Alt esotropia w v pattrn,0,0,0,0,0,0,0,0,1
37808,Alternating esotropia with other noncomitancies,Alt esotrop w x/y pattrn,0,0,0,0,0,0,0,0,1
37810,"Exotropia, unspecified",Exotropia NOS,0,0,0,0,0,0,0,0,1
37811,Monocular exotropia,Monocular exotropia,0,0,0,0,0,0,0,0,1
37812,Monocular exotropia with A pattern,Monoc exotrop w a pattrn,0,0,0,0,0,0,0,0,1
37813,Monocular exotropia with V pattern,Monoc exotrop w v pattrn,0,0,0,0,0,0,0,0,1
37814,Monocular exotropia with other noncomitancies,Monoc exotrop w x/y pat,0,0,0,0,0,0,0,0,1
37815,Alternating exotropia,Alternating exotropia,0,0,0,0,0,0,0,0,1
37816,Alternating exotropia with A pattern,Alt exotropia w a pattrn,0,0,0,0,0,0,0,0,1
37817,Alternating exotropia with V pattern,Alt exotropia w v pattrn,0,0,0,0,0,0,0,0,1
37818,Alternating exotropia with other noncomitancies,Alt exotrop w x/y pattrn,0,0,0,0,0,0,0,0,1
37820,"Intermittent heterotropia, unspecified",Intermit heterotrop NOS,0,0,0,0,0,0,0,0,1
37821,"Intermittent esotropia, monocular",Intermit monoc esotropia,0,0,0,0,0,0,0,0,1
37822,"Intermittent esotropia, alternating",Intermit altrn esotropia,0,0,0,0,0,0,0,0,1
37823,"Intermittent exotropia, monocular",Intermit monoc exotropia,0,0,0,0,0,0,0,0,1
37824,"Intermittent exotropia, alternating",Intermit altrn exotropia,0,0,0,0,0,0,0,0,1
37830,"Heterotropia, unspecified",Heterotropia NOS,0,0,0,0,0,0,0,0,1
37831,Hypertropia,Hypertropia,0,0,0,0,0,0,0,0,1
37832,Hypotropia,Hypotropia,0,0,0,0,0,0,0,0,1
37833,Cyclotropia,Cyclotropia,0,0,0,0,0,0,0,0,1
37834,Monofixation syndrome,Monofixation syndrome,0,0,0,0,0,0,0,0,1
37835,Accommodative component in esotropia,Accommodative esotropia,0,0,0,0,0,0,0,0,1
37840,"Heterophoria, unspecified",Heterophoria NOS,0,0,0,0,0,0,0,0,1
37841,Esophoria,Esophoria,0,0,0,0,0,0,0,0,1
37842,Exophoria,Exophoria,0,0,0,0,0,0,0,0,1
37843,Vertical heterophoria,Vertical heterophoria,0,0,0,0,0,0,0,0,1
37844,Cyclophoria,Cyclophoria,0,0,0,0,0,0,0,0,1
37845,Alternating hyperphoria,Alternating hyperphoria,0,0,0,0,0,0,0,0,1
37850,"Paralytic strabismus, unspecified",Paralytic strabismus NOS,0,0,0,0,0,0,0,0,1
37851,"Third or oculomotor nerve palsy, partial",Partial third nerv palsy,0,0,0,0,0,0,0,0,1
37852,"Third or oculomotor nerve palsy, total",Total third nerve palsy,0,0,0,0,0,0,0,0,1
37853,Fourth or trochlear nerve palsy,Fourth nerve palsy,0,0,0,0,0,0,0,0,1
37854,Sixth or abducens nerve palsy,Sixth nerve palsy,0,0,0,0,0,0,0,0,1
37855,External ophthalmoplegia,External ophthalmoplegia,0,0,0,0,0,0,0,0,1
37856,Total ophthalmoplegia,Total ophthalmoplegia,0,0,0,0,0,0,0,0,1
37860,"Mechanical strabismus, unspecified",Mechanical strabism NOS,0,0,0,0,0,0,0,0,1
37861,Brown's (tendon) sheath syndrome,Brown's sheath syndrome,0,0,0,0,0,0,0,0,1
37862,Mechanical strabismus from other musculofascial disorders,Mech strab d/t muscl dis,0,0,0,0,0,0,0,0,1
37863,Limited duction associated with other conditions,Mech strab w oth conditn,0,0,0,0,0,0,0,0,1
37871,Duane's syndrome,Duane's syndrome,0,0,0,0,0,0,0,0,1
37872,Progressive external ophthalmoplegia,Prog ext ophthalmoplegia,0,0,0,0,0,0,0,0,1
37873,Strabismus in other neuromuscular disorders,Neuromuscle dis strabism,0,0,0,0,0,0,0,0,1
37881,Palsy of conjugate gaze,Palsy of conjugate gaze,0,0,0,0,0,0,0,0,1
37882,Spasm of conjugate gaze,Spasm of conjugate gaze,0,0,0,0,0,0,0,0,1
37883,Convergence insufficiency or palsy,Convergenc insufficiency,0,0,0,0,0,0,0,0,1
37884,Convergence excess or spasm,Convergence excess,0,0,0,0,0,0,0,0,1
37885,Anomalies of divergence,Anomalies of divergence,0,0,0,0,0,0,0,0,1
37886,Internuclear ophthalmoplegia,Internucl ophthalmopleg,0,0,0,0,0,0,0,0,1
37887,Other dissociated deviation of eye movements,"Skew deviation, eye",0,0,0,0,0,0,0,0,1
3789,Unspecified disorder of eye movements,Eye movemnt disorder NOS,0,0,0,0,0,0,0,0,1
37900,"Scleritis, unspecified",Scleritis NOS,0,0,0,0,0,0,0,0,1
37901,Episcleritis periodica fugax,Episclerit periodic fugx,0,0,0,0,0,0,0,0,1
37902,Nodular episcleritis,Nodular episcleritis,0,0,0,0,0,0,0,0,1
37903,Anterior scleritis,Anterior scleritis,0,0,0,0,0,0,0,0,1
37904,Scleromalacia perforans,Scleromalacia perforans,0,0,0,0,0,0,0,0,1
37905,Scleritis with corneal involvement,Scleritis w cornea invol,0,0,0,0,0,0,0,0,1
37906,Brawny scleritis,Brawny scleritis,0,0,0,0,0,0,0,0,1
37907,Posterior scleritis,Posterior scleritis,0,0,0,0,0,0,0,0,1
37909,Other scleritis and episcleritis,Scleritis NEC,0,0,0,0,0,0,0,0,1
37911,Scleral ectasia,Scleral ectasia,0,0,0,0,0,0,0,0,1
37912,Staphyloma posticum,Staphyloma posticum,0,0,0,0,0,0,0,0,1
37913,Equatorial staphyloma,Equatorial staphyloma,0,0,0,0,0,0,0,0,1
37914,"Anterior staphyloma, localized",Local anterior staphylma,0,0,0,0,0,0,0,0,1
37915,Ring staphyloma,Ring staphyloma,0,0,0,0,0,0,0,0,1
37916,Other degenerative disorders of sclera,Scleral degen dis NEC,0,0,0,0,0,0,0,0,1
37919,Other disorders of sclera,Disorder of sclera NEC,0,0,0,0,0,0,0,0,1
37921,Vitreous degeneration,Vitreous degeneration,0,0,0,0,0,0,0,0,1
37922,Crystalline deposits in vitreous,Crystal deposit vitreous,0,0,0,0,0,0,0,0,1
37923,Vitreous hemorrhage,Vitreous hemorrhage,0,0,0,0,0,0,0,0,1
37924,Other vitreous opacities,Vitreous opacities NEC,0,0,0,0,0,0,0,0,1
37925,Vitreous membranes and strands,Vitreous membranes,0,0,0,0,0,0,0,0,1
37926,Vitreous prolapse,Vitreous prolapse,0,0,0,0,0,0,0,0,1
37927,Vitreomacular adhesion,Vitreomacular adhesion,0,0,0,0,0,0,0,0,1
37929,Other disorders of vitreous,Vitreous disorders NEC,0,0,0,0,0,0,0,0,1
37931,Aphakia,Aphakia,0,0,0,0,0,0,0,0,1
37932,Subluxation of lens,Subluxation of lens,0,0,0,0,0,0,0,0,1
37933,Anterior dislocation of lens,Ant dislocation of lens,0,0,0,0,0,0,0,0,1
37934,Posterior dislocation of lens,Post dislocation of lens,0,0,0,0,0,0,0,0,1
37939,Other disorders of lens,Disorders of lens NEC,0,0,0,0,0,0,0,0,1
37940,"Abnormal pupillary function, unspecified",Abn pupil function NOS,0,0,0,0,0,0,0,0,1
37941,Anisocoria,Anisocoria,0,0,0,0,0,0,0,0,1
37942,"Miosis (persistent), not due to miotics",Miosis not d/t miotics,0,0,0,0,0,0,0,0,1
37943,"Mydriasis (persistent), not due to mydriatics",Mydriasis not d/t mydrtc,0,0,0,0,0,0,0,0,1
37945,"Argyll Robertson pupil, atypical",Argyll robertson pupil,0,0,0,0,0,0,0,0,1
37946,Tonic pupillary reaction,Tonic pupillary reaction,0,0,0,0,0,0,0,0,1
37949,Other anomalies of pupillary function,Pupil funct anomaly NEC,0,0,0,0,0,0,0,0,1
37950,"Nystagmus, unspecified",Nystagmus NOS,0,0,0,0,0,0,0,0,1
37951,Congenital nystagmus,Congenital nystagmus,0,0,0,0,0,0,0,0,1
37952,Latent nystagmus,Latent nystagmus,0,0,0,0,0,0,0,0,1
37953,Visual deprivation nystagmus,Visual deprivatn nystagm,0,0,0,0,0,0,0,0,1
37954,Nystagmus associated with disorders of the vestibular system,Nystagms w vestibulr dis,0,0,0,0,0,0,0,0,1
37955,Dissociated nystagmus,Dissociated nystagmus,0,0,0,0,0,0,0,0,1
37956,Other forms of nystagmus,Nystagmus NEC,0,0,0,0,0,0,0,0,1
37957,Deficiencies of saccadic eye movements,Saccadic eye movmnt def,0,0,0,0,0,0,0,0,1
37958,Deficiencies of smooth pursuit movements,Smooth pursuit mvmnt def,0,0,0,0,0,0,0,0,1
37959,Other irregularities of eye movements,Irregular eye mvmnts NEC,0,0,0,0,0,0,0,0,1
37960,"Inflammation (infection) of postprocedural bleb, unspecified",Inflam postproc bleb NOS,0,0,0,0,0,0,0,0,1
37961,"Inflammation (infection) of postprocedural bleb, stage 1","Inflam postproc bleb, 1",0,0,0,0,0,0,0,0,1
37962,"Inflammation (infection) of postprocedural bleb, stage 2","Inflam postproc bleb, 2",0,0,0,0,0,0,0,0,1
37963,"Inflammation (infection) of postprocedural bleb, stage 3","Inflam postproc bleb, 3",0,0,0,0,0,0,0,0,1
3798,Other specified disorders of eye and adnexa,Eye disorders NEC,0,0,0,0,0,0,0,0,1
37990,"Disorder of eye, unspecified",Eye disorder NOS,0,0,0,0,0,0,0,0,1
37991,Pain in or around eye,Pain in or around eye,0,0,1,0,0,0,0,0,0
37992,Swelling or mass of eye,Swelling or mass of eye,0.25,0,0.25,0.5,0,0,0,0,0
37993,Redness or discharge of eye,Redness/discharge of eye,0,0,0,1,0,0,0,0,0
37999,Other ill-defined disorders of eye,Ill-defined eye dis NEC,0,0,0,1,0,0,0,0,0
38000,"Perichondritis of pinna, unspecified",Perichondritis pinna NOS,0,0,0,0,0,0,0,0,1
38001,Acute perichondritis of pinna,Ac perichondritis pinna,0,0,0,0,0,0,0,0,1
38002,Chronic perichondritis of pinna,Chr perichondritis pinna,0,0,0,0,0,0,0,0,1
38003,Chondritis of pinna,Chondritis of pinna,0,0,0,0,0,0,0,0,1
38010,"Infective otitis externa, unspecified",Infec otitis externa NOS,0,0,0.2,0.8,0,0,0,0,0
38011,Acute infection of pinna,Acute infection of pinna,0,0,0,0,0,0,0,0,1
38012,Acute swimmers' ear,Acute swimmers' ear,0,0,0,0,0,0,0,0,1
38013,Other acute infections of external ear,Ac infect extern ear NEC,0,0,0,0,0,0,0,0,1
38014,Malignant otitis externa,Malignant otitis externa,0,0,0,0,0,0,0,0,1
38015,Chronic mycotic otitis externa,Chr mycot otitis externa,0,0,0,0,0,0,0,0,1
38016,Other chronic infective otitis externa,Chr inf otit externa NEC,0,0,0,0,0,0,0,0,1
38021,Cholesteatoma of external ear,Cholesteatoma extern ear,0,0,0,0,0,0,0,0,1
38022,Other acute otitis externa,Acute otitis externa NEC,0,0,0,0,0,0,0,0,1
38023,Other chronic otitis externa,Chr otitis externa NEC,0,0,0,0,0,0,0,0,1
38030,"Disorder of pinna, unspecified",Disorder of pinna NOS,0,0,0,0,0,0,0,0,1
38031,Hematoma of auricle or pinna,Hematoma auricle/pinna,0,0,0,0,0,0,0,0,1
38032,Acquired deformities of auricle or pinna,Acq deform auricle/pinna,0,0,0,0,0,0,0,0,1
38039,Other noninfectious disorders of pinna,Noninfect dis pinna NEC,0,0,0,0,0,0,0,0,1
3804,Impacted cerumen,Impacted cerumen,0,0,0.16666666666666663,0.8333333333333336,0,0,0,0,0
38050,"Acquired stenosis of external ear canal, unspecified as to cause",Acq stenos ear canal NOS,0,0,0,0,0,0,0,0,1
38051,Acquired stenosis of external ear canal secondary to trauma,Stenosis ear d/t trauma,0,0,0,0,0,0,0,0,1
38052,Acquired stenosis of external ear canal secondary to surgery,Stenosis ear d/t surgery,0,0,0,0,0,0,0,0,1
38053,Acquired stenosis of external ear canal secondary to inflammation,Stenosis ear d/t inflam,0,0,0,0,0,0,0,0,1
38081,Exostosis of external ear canal,Exostosis ext ear canal,0,0,0,0,0,0,0,0,1
38089,Other disorders of external ear,Dis external ear NEC,0,0,0,0,0,0,0,0,1
3809,Unspecified disorder of external ear,Dis external ear NOS,0,0,0,0,0,0,0,0,1
38100,"Acute nonsuppurative otitis media, unspecified",Ac nonsup otitis med NOS,0,0,1,0,0,0,0,0,0
38101,Acute serous otitis media,Ac serous otitis media,0,0.037974683544303806,0.5907172995780591,0.3713080168776372,0,0,0,0,0
38102,Acute mucoid otitis media,Ac mucoid otitis media,0,0,0,0,0,0,0,0,1
38103,Acute sanguinous otitis media,Ac sanguin otitis media,0,0,0,0,0,0,0,0,1
38104,Acute allergic serous otitis media,Ac allergic serous OM,0,0,0,0,0,0,0,0,1
38105,Acute allergic mucoid otitis media,Ac allergic mucoid OM,0,0,0,0,0,0,0,0,1
38106,Acute allergic sanguinous otitis media,Ac allerg sanguinous OM,0,0,0,0,0,0,0,0,1
38110,"Chronic serous otitis media, simple or unspecified",Chr serous OM simp/NOS,0,0,0,1,0,0,0,0,0
38119,Other chronic serous otitis media,Chr serous OM NEC,0,0,0,0,0,0,0,0,1
38120,"Chronic mucoid otitis media, simple or unspecified",Chr mucoid OM simp/NOS,0,0,0,0,0,0,0,0,1
38129,Other chronic mucoid otitis media,Chr mucoid OM NEC,0,0,0,0,0,0,0,0,1
3813,Other and unspecified chronic nonsuppurative otitis media,Chr nonsup OM NOS/NEC,0,0,0,0,0,0,0,0,1
3814,"Nonsuppurative otitis media, not specified as acute or chronic",Nonsupp otitis media NOS,0,0,1,0,0,0,0,0,0
38150,"Eustachian salpingitis, unspecified",Eustachian salping NOS,0,0,0,0,0,0,0,0,1
38151,Acute Eustachian salpingitis,Ac eustachian salping,0,0,0,0,0,0,0,0,1
38152,Chronic Eustachian salpingitis,Chr eustachian salping,0,0,0,0,0,0,0,0,1
38160,"Obstruction of Eustachian tube, unspecified",Obstr eustach tube NOS,0,0,0,0,0,0,0,0,1
38161,Osseous obstruction of Eustachian tube,Osseous eustachian obstr,0,0,0,0,0,0,0,0,1
38162,Intrinsic cartilagenous obstruction of Eustachian tube,Intrinsic eustach obstr,0,0,0,0,0,0,0,0,1
38163,Extrinsic cartilagenous obstruction of Eustachian tube,Extrinsic eustach obstr,0,0,0,0,0,0,0,0,1
3817,Patulous Eustachian tube,Patulous eustachian tube,0,0,0,0,0,0,0,0,1
38181,Dysfunction of Eustachian tube,Dysfunct eustachian tube,0,0,0,0,0,0,0,0,1
38189,Other disorders of Eustachian tube,Eustachian tube dis NEC,0,0,0,0,0,0,0,0,1
3819,Unspecified Eustachian tube disorder,Eustachian tube dis NOS,0,0,0,0,0,0,0,0,1
38200,Acute suppurative otitis media without spontaneous rupture of eardrum,Ac supp otitis media NOS,0,0,0,1,0,0,0,0,0
38201,Acute suppurative otitis media with spontaneous rupture of eardrum,Ac supp OM w drum rupt,0,0,0,0,0,0,0,0,1
38202,Acute suppurative otitis media in diseases classified elsewhere,Ac supp OM in oth dis,0,0,0,0,0,0,0,0,1
3821,Chronic tubotympanic suppurative otitis media,Chr tubotympan suppur OM,0,0,0,0,0,0,0,0,1
3822,Chronic atticoantral suppurative otitis media,Chr atticoantral sup OM,0,0,0,0,0,0,0,0,1
3823,Unspecified chronic suppurative otitis media,Chr sup otitis media NOS,0,0,0,0,0,0,0,0,1
3824,Unspecified suppurative otitis media,Suppur otitis media NOS,0,0,0,0,0,0,0,0,1
3829,Unspecified otitis media,Otitis media NOS,0,0.037974683544303806,0.5907172995780591,0.3713080168776372,0,0,0,0,0
38300,Acute mastoiditis without complications,Ac mastoiditis w/o compl,0,0,0,0,0,0,0,0,1
38301,Subperiosteal abscess of mastoid,Subperi mastoid abscess,0,0,0,0,0,0,0,0,1
38302,Acute mastoiditis with other complications,Ac mastoiditis-compl NEC,0,0,0,0,0,0,0,0,1
3831,Chronic mastoiditis,Chronic mastoiditis,0,0,0,0,0,0,0,0,1
38320,"Petrositis, unspecified",Petrositis NOS,0,0,0,0,0,0,0,0,1
38321,Acute petrositis,Acute petrositis,0,0,0,0,0,0,0,0,1
38322,Chronic petrositis,Chronic petrositis,0,0,0,0,0,0,0,0,1
38330,"Postmastoidectomy complication, unspecified",Postmastoid compl NOS,0,0,0,0,0,0,0,0,1
38331,Mucosal cyst of postmastoidectomy cavity,Postmastoid mucosal cyst,0,0,0,0,0,0,0,0,1
38332,Recurrent cholesteatoma of postmastoidectomy cavity,Postmastoid cholesteatma,0,0,0,0,0,0,0,0,1
38333,Granulations of postmastoidectomy cavity,Postmastoid granulations,0,0,0,0,0,0,0,0,1
38381,Postauricular fistula,Postauricular fistula,0,0,0,0,0,0,0,0,1
38389,Other disorders of mastoid,Disorders of mastoid NEC,0,0,0,0,0,0,0,0,1
3839,Unspecified mastoiditis,Mastoiditis NOS,0,0,0,0,0,0,0,0,1
38400,"Acute myringitis, unspecified",Acute myringitis NOS,0,0,0,0,0,0,0,0,1
38401,Bullous myringitis,Bullous myringitis,0,0,0,0,0,0,0,0,1
38409,Other acute myringitis without mention of otitis media,Acute myringitis NEC,0,0,0,0,0,0,0,0,1
3841,Chronic myringitis without mention of otitis media,Chronic myringitis,0,0,0,0,0,0,0,0,1
38420,"Perforation of tympanic membrane, unspecified",Perforat tympan memb NOS,0,0,0.6666666666666665,0.33333333333333326,0,0,0,0,0
38421,Central perforation of tympanic membrane,Cent perf tympanic memb,0,0,0,0,0,0,0,0,1
38422,Attic perforation of tympanic membrane,Attic perf tympanic memb,0,0,0,0,0,0,0,0,1
38423,Other marginal perforation of tympanic membrane,Marginal perf tymp NEC,0,0,0,0,0,0,0,0,1
38424,Multiple perforations of tympanic membrane,Mult perf tympanic memb,0,0,0,0,0,0,0,0,1
38425,Total perforation of tympanic membrane,Total perf tympanic memb,0,0,0,0,0,0,0,0,1
38481,Atrophic flaccid tympanic membrane,Atrophic flaccid tympan,0,0,0,0,0,0,0,0,1
38482,Atrophic nonflaccid tympanic membrane,Atrophic nonflaccid tymp,0,0,0,0,0,0,0,0,1
3849,Unspecified disorder of tympanic membrane,Dis tympanic memb NOS,0,0,0,1,0,0,0,0,0
38500,"Tympanosclerosis, unspecified as to involvement",Tympanosclerosis NOS,0,0,0,0,0,0,0,0,1
38501,Tympanosclerosis involving tympanic membrane only,Tympanoscl-tympanic memb,0,0,0,0,0,0,0,0,1
38502,Tympanosclerosis involving tympanic membrane and ear ossicles,Tympnoscler-tymp/ossicle,0,0,0,0,0,0,0,0,1
38503,"Tympanosclerosis involving tympanic membrane, ear ossicles, and middle ear",Tympanoscler-all parts,0,0,0,0,0,0,0,0,1
38509,Tympanosclerosis involving other combination of structures,Tympnsclr-oth site comb,0,0,0,0,0,0,0,0,1
38510,"Adhesive middle ear disease, unspecified as to involvement",Adhesive mid ear dis NOS,0,0,0,0,0,0,0,0,1
38511,Adhesions of drum head to incus,Adhesion tympanum-incus,0,0,0,0,0,0,0,0,1
38512,Adhesions of drum head to stapes,Adhesion tympanum-stapes,0,0,0,0,0,0,0,0,1
38513,Adhesions of drum head to promontorium,Adhesion tymp-promontor,0,0,0,0,0,0,0,0,1
38519,Other middle ear adhesions and combinations,Adhesive mid ear dis NEC,0,0,0,0,0,0,0,0,1
38521,Impaired mobility of malleus,Ankylosis malleus,0,0,0,0,0,0,0,0,1
38522,Impaired mobility of other ear ossicles,Ankylosis ear ossicl NEC,0,0,0,0,0,0,0,0,1
38523,Discontinuity or dislocation of ear ossicles,Dislocation ear ossicle,0,0,0,0,0,0,0,0,1
38524,Partial loss or necrosis of ear ossicles,Partial loss ear ossicle,0,0,0,0,0,0,0,0,1
38530,"Cholesteatoma, unspecified",Cholesteatoma NOS,0,0,0,0,0,0,0,0,1
38531,Cholesteatoma of attic,Cholesteatoma of attic,0,0,0,0,0,0,0,0,1
38532,Cholesteatoma of middle ear,Cholesteatoma middle ear,0,0,0,0,0,0,0,0,1
38533,Cholesteatoma of middle ear and mastoid,Cholestma mid ear/mstoid,0,0,0,0,0,0,0,0,1
38535,Diffuse cholesteatosis of middle ear and mastoid,Diffuse cholesteatosis,0,0,0,0,0,0,0,0,1
38582,Cholesterin granuloma of middle ear and mastoid,Cholesterin granuloma,0,0,0,0,0,0,0,0,1
38583,Retained foreign body of middle ear,Foreign body middle ear,0,0,0,0,0,0,0,0,1
38589,Other disorders of middle ear and mastoid,Dis mid ear/mastoid NEC,0,0,0,0,0,0,0,0,1
3859,Unspecified disorder of middle ear and mastoid,Dis mid ear/mastoid NOS,0,0,0,0,0,0,0,0,1
38600,"Ménière's disease, unspecified",Meniere's disease NOS,0,0,0,0,0,0,0,0,1
38601,"Active Ménière's disease, cochleovestibular","Actv Meniere,cochlvestib",0,0,0,0,0,0,0,0,1
38602,"Active Ménière's disease, cochlear","Active Meniere, cochlear",0,0,0,0,0,0,0,0,1
38603,"Active Ménière's disease, vestibular","Actv Meniere, vestibular",0,0,0,0,0,0,0,0,1
38604,Inactive Ménière's disease,Inactive Meniere's dis,0,0,0,0,0,0,0,0,1
38610,"Peripheral vertigo, unspecified",Peripheral vertigo NOS,0,0,0,0,0,0,0,0,1
38611,Benign paroxysmal positional vertigo,Benign parxysmal vertigo,0,0,0,0,0,0,0,0,1
38612,Vestibular neuronitis,Vestibular neuronitis,0,0,0,0,0,0,0,0,1
38619,Other peripheral vertigo,Peripheral vertigo NEC,0,0,0,0,0,0,0,0,1
3862,Vertigo of central origin,Central origin vertigo,0,0,0,0,0,0,0,0,1
38630,"Labyrinthitis, unspecified",Labyrinthitis NOS,0,0,0.5,0.5,0,0,0,0,0
38631,Serous labyrinthitis,Serous labyrinthitis,0,0,0,0,0,0,0,0,1
38632,Circumscribed labyrinthitis,Circumscri labyrinthitis,0,0,0,0,0,0,0,0,1
38633,Suppurative labyrinthitis,Suppurativ labyrinthitis,0,0,0,0,0,0,0,0,1
38634,Toxic labyrinthitis,Toxic labyrinthitis,0,0,0,0,0,0,0,0,1
38635,Viral labyrinthitis,Viral labyrinthitis,0,0,0,0,0,0,0,0,1
38640,"Labyrinthine fistula, unspecified",Labyrinthine fistula NOS,0,0,0,0,0,0,0,0,1
38641,Round window fistula,Round window fistula,0,0,0,0,0,0,0,0,1
38642,Oval window fistula,Oval window fistula,0,0,0,0,0,0,0,0,1
38643,Semicircular canal fistula,Semicircul canal fistula,0,0,0,0,0,0,0,0,1
38648,Labyrinthine fistula of combined sites,Labyrinth fistula comb,0,0,0,0,0,0,0,0,1
38650,"Labyrinthine dysfunction, unspecified",Labyrinthine dysfunc NOS,0,0,0,0,0,0,0,0,1
38651,"Hyperactive labyrinth, unilateral",Hypract labyrinth unilat,0,0,0,0,0,0,0,0,1
38652,"Hyperactive labyrinth, bilateral",Hyperact labyrinth bilat,0,0,0,0,0,0,0,0,1
38653,"Hypoactive labyrinth, unilateral",Hypoact labyrinth unilat,0,0,0,0,0,0,0,0,1
38654,"Hypoactive labyrinth, bilateral",Hypoact labyrinth bilat,0,0,0,0,0,0,0,0,1
38655,"Loss of labyrinthine reactivity, unilateral",Loss labyrn react unilat,0,0,0,0,0,0,0,0,1
38656,"Loss of labyrinthine reactivity, bilateral",Loss labyrin react bilat,0,0,0,0,0,0,0,0,1
38658,Other forms and combinations of labyrinthine dysfunction,Labyrinthine dysfunc NEC,0,0,0,0,0,0,0,0,1
3868,Other disorders of labyrinth,Disorders labyrinth NEC,0,0,0,0,0,0,0,0,1
3869,Unspecified vertiginous syndromes and labyrinthine disorders,Vertiginous synd NOS,0,0,0,0,0,0,0,0,1
3870,"Otosclerosis involving oval window, nonobliterative",Otoscler-oval wnd nonobl,0,0,0,0,0,0,0,0,1
3871,"Otosclerosis involving oval window, obliterative",Otoscler-oval wndw oblit,0,0,0,0,0,0,0,0,1
3872,Cochlear otosclerosis,Cochlear otosclerosis,0,0,0,0,0,0,0,0,1
3878,Other otosclerosis,Otosclerosis NEC,0,0,0,0,0,0,0,0,1
3879,"Otosclerosis, unspecified",Otosclerosis NOS,0,0,0,0,0,0,0,0,1
38800,"Degenerative and vascular disorders, unspecified",Degen/vascul dis ear NOS,0,0,0,0,0,0,0,0,1
38801,Presbyacusis,Presbyacusis,0,0,0,0,0,0,0,0,1
38802,Transient ischemic deafness,Trans ischemic deafness,0,0,0,0,0,0,0,0,1
38810,"Noise effects on inner ear, unspecified",Noise effect-ear/NOS,0,0,1,0,0,0,0,0,0
38811,Acoustic trauma (explosive) to ear,Acoustic trauma,0,0,0,0,0,0,0,0,1
38812,Noise-induced hearing loss,Hearing loss d/t noise,0,0,0,0,0,0,0,0,1
3882,"Sudden hearing loss, unspecified",Sudden hearing loss NOS,0,0,0,0,0,0,0,0,1
38830,"Tinnitus, unspecified",Tinnitus NOS,0,0,0,1,0,0,0,0,0
38831,Subjective tinnitus,Subjective tinnitus,0,0,0,0,0,0,0,0,1
38832,Objective tinnitus,Objective tinnitus,0,0,0,0,0,0,0,0,1
38840,"Abnormal auditory perception, unspecified",Abn auditory percept NOS,0,0,0,0,0,0,0,0,1
38841,Diplacusis,Diplacusis,0,0,0,0,0,0,0,0,1
38842,Hyperacusis,Hyperacusis,0,0,0,0,0,0,0,0,1
38843,Impairment of auditory discrimination,Impairm auditory discrim,0,0,0,0,0,0,0,0,1
38844,Auditory recruitment,Auditory recruitment,0,0,0,0,0,0,0,0,1
38845,Acquired auditory processing disorder,Acq auditory process dis,0,0,0,0,0,0,0,0,1
3885,Disorders of acoustic nerve,Acoustic nerve disorders,0,0,0,0,0,0,0,0,1
38860,"Otorrhea, unspecified",Otorrhea NOS,0,0,0,1,0,0,0,0,0
38861,Cerebrospinal fluid otorrhea,Cerebrosp fluid otorrhea,0,0,0,0,0,0,0,0,1
38869,Other otorrhea,Otorrhea NEC,0,0,0.33333333333333326,0.6666666666666665,0,0,0,0,0
38870,"Otalgia, unspecified",Otalgia NOS,0.1,0,0.1,0.8,0,0,0,0,0
38871,Otogenic pain,Otogenic pain,0,0,0,0,0,0,0,0,1
38872,Referred otogenic pain,Referred pain of ear,0,0,0,0,0,0,0,0,1
3888,Other disorders of ear,Disorders of ear NEC,0,0,1,0,0,0,0,0,0
3889,Unspecified disorder of ear,Disorder of ear NOS,0,0,0,0,0,0,0,0,1
38900,"Conductive hearing loss, unspecified",Conduct hearing loss NOS,0,0,0,0,0,0,0,0,1
38901,"Conductive hearing loss, external ear",Conduc hear loss ext ear,0,0,0,0,0,0,0,0,1
38902,"Conductive hearing loss, tympanic membrane",Conduct hear loss tympan,0,0,0,0,0,0,0,0,1
38903,"Conductive hearing loss, middle ear",Conduc hear loss mid ear,0,0,0,0,0,0,0,0,1
38904,"Conductive hearing loss, inner ear",Cond hear loss inner ear,0,0,0,0,0,0,0,0,1
38905,"Conductive hearing loss, unilateral","Condctv hear loss,unilat",0,0,0,0,0,0,0,0,1
38906,"Conductive hearing loss, bilateral","Condctv hear loss, bilat",0,0,0,0,0,0,0,0,1
38908,Conductive hearing loss of combined types,Cond hear loss comb type,0,0,0,0,0,0,0,0,1
38910,"Sensorineural hearing loss, unspecified",Sensorneur hear loss NOS,0,0,0,0,0,0,0,0,1
38911,"Sensory hearing loss, bilateral","Sensry hearng loss,bilat",0,0,0,0,0,0,0,0,1
